Plate,Brand,Model,Battery
4424 HLS,Mercedes-Benz,C-Class,41
3414 VCD,Toyota,Prius,28
7570 PDB,BMW,X3,71
0399 FFZ,Peugeot,3008,48
6171 BTZ,Hyundai,Tucson,43
3527 HLC,Hyundai,i20,68
3688 CRT,Hyundai,Santa Fe,46
3881 XZJ,Renault,Captur,73
1405 TBT,Volkswagen,Passat,28
4580 DPP,Toyota,Yaris,41
8424 HVV,Peugeot,208,87
5739 SKZ,Peugeot,2008,40
7237 VNL,Mercedes-Benz,C-Class,65
4142 XMT,Renault,Captur,26
2049 RHF,Audi,Q7,76
4553 GDB,Mercedes-Benz,GLC,90
1151 FWP,Ford,Explorer,85
8502 XVW,Audi,Q7,59
0204 LHB,BMW,X5,55
1563 VXT,Honda,HR-V,66
8727 RCV,Peugeot,3008,67
7135 JLN,Audi,Q5,65
3180 BMW,BMW,X3,91
1179 PXB,Volkswagen,Polo,20
7530 HKD,Honda,HR-V,58
3257 YSS,Volkswagen,Passat,42
0662 PJF,Honda,CR-V,95
3518 KZS,Mercedes-Benz,GLC,30
3049 MBW,Volkswagen,Passat,31
4507 LCV,BMW,i3,26
9178 BZC,Ford,Explorer,29
7342 CRT,Toyota,Corolla,56
3588 WVC,Toyota,Yaris,89
5629 JVD,Honda,Accord,23
4349 NBV,Audi,A4,57
4075 LCL,Volkswagen,Polo,49
6741 ZWR,Volkswagen,Polo,66
1011 BJT,Audi,Q5,67
6996 SKB,Mercedes-Benz,GLC,51
2216 RCY,Ford,Focus,40
5458 NRL,Volkswagen,Tiguan,73
6868 XVD,Audi,A4,90
4015 DCB,BMW,i3,97
7065 TZY,Mercedes-Benz,GLA,21
3690 BPT,Toyota,Corolla,84
1192 HNJ,Renault,Clio,71
5336 ZSF,Ford,Fiesta,71
3861 DVZ,Hyundai,Tucson,37
8214 DVY,Toyota,Corolla,55
5496 MXZ,Renault,Megane,42
0365 RBG,Honda,Civic,68
4324 KZR,Volkswagen,Tiguan,34
8133 KFP,Honda,CR-V,54
2338 GDL,Ford,Focus,53
7017 JMY,Honda,HR-V,67
5568 LJG,Renault,Megane,62
1968 NZK,Audi,Q5,40
5812 GNV,BMW,M3,84
7214 ZPC,Hyundai,i20,74
9252 SJX,Volkswagen,Golf,85
2606 FZR,Ford,Fiesta,78
9228 JHL,Mercedes-Benz,GLC,74
9744 FRW,Renault,Clio,74
7270 VFS,Volkswagen,Tiguan,65
7450 JPL,Ford,Focus,30
9199 ZVZ,Hyundai,Tucson,23
1991 DCC,Renault,Clio,33
5342 ZXJ,Hyundai,Tucson,73
4960 NGW,Volkswagen,Tiguan,38
0585 CXW,Ford,Explorer,58
7115 VSB,Hyundai,Tucson,91
8198 CVK,Honda,HR-V,89
3586 TFV,Volkswagen,Polo,82
6392 NLJ,BMW,i3,81
2319 VVM,Hyundai,Santa Fe,51
0087 MJW,Audi,Q5,66
4479 GKW,BMW,X5,29
1167 XST,BMW,X5,39
0791 NSK,Honda,HR-V,91
8978 PZW,Audi,Q7,24
0201 HBV,Honda,CR-V,71
2711 DMH,Honda,Accord,58
6859 LSH,BMW,M3,30
6740 DNN,Volkswagen,Tiguan,63
5574 HTF,Honda,HR-V,45
9390 TLL,Hyundai,Tucson,68
5177 JKG,Mercedes-Benz,GLC,42
7905 YMY,Audi,A3,31
3578 PCZ,Mercedes-Benz,E-Class,34
7314 LSZ,Audi,Q7,56
3484 VGY,BMW,X3,55
0457 SDY,Hyundai,Santa Fe,28
6652 BSL,Renault,Megane,90
8712 WKC,Renault,Kadjar,81
8443 MKD,Renault,Kadjar,78
0402 WDX,Volkswagen,Passat,38
4090 CYM,Ford,Mustang,72
3191 NXP,Renault,Kadjar,49
0270 GTR,Audi,A4,65
6139 PSK,Mercedes-Benz,GLA,21
3668 LJG,Audi,Q5,22
8269 PFT,Toyota,Prius,55
8746 WNX,Toyota,Prius,37
0893 PWD,Hyundai,i20,97
7992 KVH,Mercedes-Benz,C-Class,73
9149 XRS,Hyundai,i20,75
5693 JCX,Hyundai,Tucson,68
0305 LBY,Peugeot,2008,57
5855 TYR,BMW,i3,58
4935 CKC,Peugeot,2008,72
9622 ZLF,BMW,M3,79
2992 LYN,Renault,Megane,86
0524 XLT,Toyota,Yaris,49
3224 MGH,Mercedes-Benz,GLA,35
0840 FSV,Renault,Clio,48
4057 ZDZ,Ford,Mustang,90
9254 ZFN,BMW,X5,57
4855 JRB,Peugeot,2008,71
8508 BHC,Honda,Civic,61
6605 ZVK,Peugeot,2008,45
2845 KHW,Mercedes-Benz,GLC,61
8909 NFD,BMW,M3,92
2092 SGL,Mercedes-Benz,E-Class,29
9669 XCY,Audi,Q5,39
7637 BTR,Mercedes-Benz,E-Class,86
0665 JDH,Hyundai,Tucson,67
4651 FXH,Mercedes-Benz,C-Class,92
4135 NRJ,Peugeot,208,60
0478 YBC,Mercedes-Benz,C-Class,31
2645 TYD,Honda,Accord,33
2749 FXD,Volkswagen,Passat,33
8889 JPN,Renault,Kadjar,69
4759 SDD,Honda,Accord,72
0051 SMY,Volkswagen,Golf,43
5845 RCJ,Peugeot,308,26
6209 SHM,Audi,A4,38
6463 ZWW,Renault,Captur,89
3378 TSK,Toyota,Yaris,39
7417 TBY,Mercedes-Benz,GLA,66
6359 NZM,Audi,Q5,34
8026 RMX,Hyundai,i20,82
4421 RSH,Toyota,Corolla,39
5357 CGL,Hyundai,Tucson,22
3103 JFN,Ford,Fiesta,36
6217 WNW,Hyundai,i30,46
7471 DCS,BMW,X5,23
9387 KWK,Hyundai,Tucson,95
5531 WHV,Toyota,Corolla,56
3354 VNH,BMW,X5,84
8453 VGT,Volkswagen,Tiguan,36
2259 DXN,Toyota,Prius,86
1878 TCW,BMW,i3,68
1588 HSK,Ford,Explorer,33
9109 BWL,Hyundai,Tucson,49
0418 FVX,Honda,CR-V,51
1506 TFH,Ford,Fiesta,39
3977 MRR,Peugeot,308,20
7716 BYR,Ford,Fiesta,70
5924 GRH,Volkswagen,Passat,75
1536 RCF,Volkswagen,Polo,63
6045 KKX,BMW,M3,25
0587 ZWZ,Ford,Mustang,35
5591 MGK,Audi,A4,95
0420 ZPK,Volkswagen,Passat,88
0645 VMG,BMW,M3,94
6819 ZXD,Ford,Mustang,52
3521 ZLC,Audi,Q7,20
6670 DYH,Peugeot,3008,55
1385 CCW,Honda,HR-V,90
5070 ZCF,BMW,M3,21
8275 KLW,Honda,CR-V,50
7793 PXX,Peugeot,208,20
8419 VCJ,Mercedes-Benz,GLA,22
6687 CPD,BMW,M3,37
4119 HNV,Honda,Civic,32
4350 PGM,Renault,Captur,57
2813 GTT,Toyota,Corolla,51
3733 DRL,Toyota,Corolla,54
4205 CJG,Peugeot,208,68
7918 XWY,Toyota,Yaris,80
3775 NXN,Renault,Clio,85
6541 NLY,Toyota,Prius,47
0440 CTF,Peugeot,2008,92
7343 BTF,Renault,Captur,67
2748 VWW,Ford,Fiesta,75
4777 FLY,Toyota,RAV4,31
8327 GKH,Volkswagen,Passat,58
4624 SFW,Mercedes-Benz,E-Class,87
3030 DBW,Toyota,Prius,97
3364 LRF,Honda,Accord,60
3580 XXB,Hyundai,i30,32
5117 NTK,Peugeot,208,77
8785 LYB,Audi,A3,74
0659 WGC,Audi,A4,30
6820 PJK,BMW,M3,34
6973 ZKV,Toyota,RAV4,42
8374 YDL,Volkswagen,Golf,67
8719 FCK,BMW,M3,55
0357 GSN,Peugeot,308,30
8225 HVC,Renault,Megane,75
7636 RZC,Toyota,RAV4,58
4477 JPN,Peugeot,3008,28
1472 CBV,Honda,CR-V,30
8093 VTF,Hyundai,i30,75
6614 RVT,Audi,Q7,72
4552 KTB,Mercedes-Benz,GLA,40
2886 MSY,Honda,Accord,77
3092 ZHB,Toyota,Corolla,63
5797 GZK,Mercedes-Benz,E-Class,20
1053 FRD,BMW,X5,90
4430 MBB,Mercedes-Benz,GLA,61
0371 VHF,Honda,CR-V,22
2125 DZD,Renault,Megane,67
8281 SKP,Renault,Megane,94
2835 TXK,Honda,Civic,56
9924 JDW,Honda,Civic,52
7967 JJB,BMW,X5,55
7557 VWH,BMW,M3,70
8861 HRH,Toyota,RAV4,87
5026 BFG,Honda,Civic,67
1412 JYF,Honda,CR-V,56
0995 FZY,Audi,A4,63
1624 CCF,BMW,M3,55
0757 SYY,Honda,Civic,54
6334 VZH,Peugeot,308,92
1428 WJB,Renault,Megane,23
5339 MHT,Mercedes-Benz,E-Class,31
0462 PFC,Toyota,Prius,69
9683 HGJ,Renault,Clio,39
0143 YTL,Hyundai,Santa Fe,38
4205 LFM,Peugeot,3008,50
8728 ZJR,BMW,i3,32
1493 PYM,Toyota,Corolla,53
7005 MJD,Ford,Explorer,54
3636 BGF,Mercedes-Benz,GLA,52
9129 SKJ,BMW,X5,76
6519 VPG,BMW,M3,39
6360 PTR,BMW,i3,96
5948 FFL,Volkswagen,Passat,69
5023 VCX,BMW,X5,97
6333 KWV,Mercedes-Benz,C-Class,56
8600 XMG,Volkswagen,Passat,71
9671 KFJ,Audi,Q7,59
0155 ZXJ,Audi,A4,46
3060 LMR,BMW,X5,84
9826 WGL,BMW,M3,92
9275 VKK,Renault,Clio,36
0207 TLR,BMW,i3,21
0978 GLS,Renault,Kadjar,57
9597 PVF,Toyota,Corolla,32
0480 NFP,Renault,Captur,79
0542 JRP,Ford,Fiesta,51
0632 FRJ,Hyundai,i20,21
4712 WNZ,Honda,Civic,32
8506 WGV,Renault,Clio,20
8491 VHH,Ford,Mustang,84
5340 XXZ,Renault,Kadjar,93
6021 DFM,Mercedes-Benz,GLC,34
2335 HXT,Peugeot,3008,54
6078 BZY,BMW,M3,66
7406 SLD,Hyundai,i30,20
0623 FNX,Mercedes-Benz,GLA,78
5229 CDN,Toyota,Yaris,80
1017 ZKF,Honda,Civic,61
6018 RPV,Audi,Q5,54
5655 YPD,Renault,Megane,34
3294 XJW,Peugeot,2008,79
5922 YBH,Ford,Mustang,66
7421 TTB,Ford,Focus,90
2362 BNJ,Peugeot,308,27
7444 MRS,Renault,Megane,22
8246 ZFJ,Renault,Kadjar,38
9978 HFZ,Renault,Kadjar,58
2030 PDM,Mercedes-Benz,C-Class,50
1487 TVH,Audi,Q7,79
6318 YLT,BMW,X5,53
1963 GNK,Ford,Mustang,50
3669 CCV,Ford,Explorer,28
3178 CJW,Hyundai,Santa Fe,90
8505 FNV,BMW,X5,59
9120 KJM,Volkswagen,Tiguan,48
4178 ZKB,Audi,Q7,85
4429 TNT,Audi,Q5,46
3324 CGW,Peugeot,3008,74
3617 YZB,Mercedes-Benz,E-Class,41
2405 WPB,Volkswagen,Passat,64
2671 PRL,Hyundai,i30,77
3648 GJD,Honda,HR-V,23
0855 JPJ,Hyundai,Tucson,81
4167 JNH,Mercedes-Benz,C-Class,98
6080 NSP,Toyota,Yaris,47
6842 LJB,Audi,Q7,49
7026 TGC,Volkswagen,Polo,79
8490 BNN,Audi,A4,36
9143 YTC,Mercedes-Benz,GLC,75
4206 ZGN,Toyota,Prius,51
3127 BPN,BMW,M3,23
1049 SSR,Peugeot,208,88
7404 VJY,Ford,Explorer,23
6573 DFW,Audi,Q7,66
2407 FDB,Hyundai,Tucson,48
6565 LXF,Volkswagen,Polo,56
0717 LJD,Mercedes-Benz,GLC,38
9273 VHY,Hyundai,i20,67
0015 NCT,Peugeot,308,21
8327 HYH,Renault,Clio,96
9314 JGD,Renault,Captur,21
7168 VCP,Honda,HR-V,37
8167 SHK,Volkswagen,Tiguan,25
4205 KTF,Ford,Mustang,95
0062 RXC,Audi,A4,91
0852 WXV,Peugeot,3008,84
4626 VPG,Mercedes-Benz,GLA,48
4536 VVX,Audi,Q7,76
0973 ZFG,Audi,A3,42
6763 YKB,Hyundai,Tucson,30
2695 WDK,Peugeot,308,87
3781 GSB,Renault,Captur,52
4780 TWT,Volkswagen,Tiguan,71
6746 NGD,Toyota,Yaris,87
4117 LCV,Honda,CR-V,98
7463 WMR,BMW,X5,62
8624 GVB,Renault,Captur,54
7462 RZF,Volkswagen,Polo,20
5651 JYP,Hyundai,i30,32
7435 LZC,Peugeot,308,35
3618 SZT,Mercedes-Benz,GLC,82
0161 KJT,Toyota,RAV4,64
8792 YNZ,Audi,Q7,40
5622 CVG,BMW,X3,98
8875 RYF,Toyota,RAV4,54
4261 SMR,Honda,Accord,89
1561 WCC,Honda,CR-V,93
6528 VZY,Honda,Civic,53
8747 MBK,Honda,HR-V,82
1005 YJB,BMW,X5,95
7108 DNK,Honda,HR-V,24
0290 PPL,Honda,CR-V,26
0335 GLM,Audi,A4,70
6420 GZN,Toyota,RAV4,54
9706 DZS,Audi,Q5,26
3133 LXR,BMW,M3,84
0445 LZF,Peugeot,3008,60
6224 KYC,Renault,Megane,63
4109 SHR,Honda,HR-V,88
0815 KBZ,Volkswagen,Polo,81
4144 ZTD,Ford,Fiesta,76
3649 HGS,Ford,Mustang,53
5193 YZR,Peugeot,308,63
4077 BJG,Toyota,Corolla,62
5934 VFJ,Volkswagen,Tiguan,26
8349 VDN,Audi,Q5,97
1183 YHV,Toyota,Corolla,26
1462 KBY,Renault,Clio,79
2910 SJN,Ford,Focus,97
0548 JYY,Peugeot,2008,74
0076 JSF,Peugeot,3008,36
9844 JVC,Hyundai,Santa Fe,45
6263 HNM,BMW,X5,27
6555 WBX,Peugeot,308,98
0471 NSK,Volkswagen,Golf,35
7095 PRW,Honda,Accord,28
4593 RPX,Renault,Kadjar,91
5313 JJT,Mercedes-Benz,GLA,66
5690 DDN,Hyundai,Tucson,68
7681 LNF,Hyundai,Tucson,35
8191 RDX,Hyundai,Santa Fe,71
0574 XSX,BMW,X5,38
7833 WCR,Peugeot,3008,74
5011 PTR,Ford,Focus,84
2925 NJG,Renault,Clio,97
2912 PVC,Renault,Kadjar,24
6655 DDB,Toyota,Prius,26
0073 XFS,Hyundai,i30,51
7634 YTF,Toyota,Corolla,47
6217 VDJ,Toyota,Yaris,22
9523 SDJ,Honda,Accord,46
6544 DFV,Volkswagen,Golf,97
1280 TRZ,BMW,X3,40
4820 HHL,Honda,Accord,73
6636 DNL,Honda,HR-V,56
0004 XJR,Peugeot,308,86
8894 HJJ,Volkswagen,Polo,74
4112 ZNN,Honda,HR-V,97
4141 PBZ,Renault,Captur,100
8654 TXP,Toyota,Yaris,43
3754 GRJ,Audi,Q5,69
6514 GZH,Toyota,RAV4,39
7921 XZN,BMW,X3,20
0526 SNP,Audi,A4,27
7062 ZWH,Ford,Explorer,51
4547 CFD,Toyota,Yaris,24
1991 CKR,BMW,i3,98
0141 XPG,Mercedes-Benz,C-Class,55
2427 GHY,Volkswagen,Tiguan,25
7844 VYR,Peugeot,308,76
9925 LDR,Hyundai,Tucson,96
9989 VCM,BMW,i3,24
2494 PMB,Audi,A3,99
1956 DLD,Hyundai,i30,30
0295 LCT,Audi,Q7,72
5611 TBD,Renault,Kadjar,21
9675 GFR,Toyota,Corolla,22
7515 ZNP,Audi,Q5,65
5434 HXT,Hyundai,Santa Fe,81
2594 HHH,Ford,Mustang,71
8886 LSY,Volkswagen,Tiguan,25
3027 BHG,Audi,Q7,21
6933 XMX,Ford,Explorer,84
6523 YXZ,BMW,i3,67
2053 XCX,Ford,Fiesta,78
5231 XKV,Ford,Focus,24
6395 NMJ,Renault,Megane,86
5916 DCZ,Hyundai,Santa Fe,58
4569 XJF,Hyundai,Tucson,74
2192 ZZP,Toyota,Prius,44
7318 CJL,Audi,A4,29
1298 DLM,Mercedes-Benz,E-Class,100
7575 SDC,Hyundai,i20,66
5896 BRF,Mercedes-Benz,GLA,25
1619 CKX,Toyota,Yaris,85
2390 FHX,Honda,HR-V,39
0558 XBD,Renault,Captur,59
1915 ZGZ,Audi,A3,45
8528 SRW,Hyundai,i20,30
8261 PBS,Honda,HR-V,79
9486 DXR,Renault,Kadjar,90
9181 TZN,Toyota,Corolla,50
8876 XCP,Toyota,Prius,22
8842 BYX,BMW,X5,71
2905 PXN,Toyota,Yaris,93
3650 LMN,Volkswagen,Polo,23
6048 HTF,BMW,X5,98
6518 ZND,Toyota,Yaris,70
6410 BPM,Toyota,Yaris,82
1525 KNT,Peugeot,2008,73
4900 HMJ,Hyundai,i20,89
1121 SHC,Ford,Fiesta,24
8441 JTJ,Peugeot,308,21
2755 WJS,Mercedes-Benz,GLA,67
8111 MGB,Volkswagen,Polo,47
1909 YTV,Renault,Clio,29
3174 FZN,Honda,HR-V,50
2979 PHB,BMW,M3,83
9076 FKP,Peugeot,308,99
7957 SFF,Audi,Q5,39
7180 PFY,BMW,i3,96
6224 MMD,Toyota,Prius,70
8663 NHR,Toyota,RAV4,25
4122 NGD,Honda,CR-V,100
1316 NWH,Peugeot,208,76
3030 LZK,Volkswagen,Tiguan,95
4730 CRV,Mercedes-Benz,E-Class,89
9758 FVY,Peugeot,3008,60
4370 YJW,Ford,Fiesta,79
8669 LFV,Mercedes-Benz,GLA,40
0230 KKB,Ford,Mustang,89
8326 CBR,BMW,i3,30
1011 HNK,Audi,Q7,68
1831 DFL,Volkswagen,Golf,80
8745 KGG,Peugeot,2008,29
8298 JJW,Audi,A3,35
9127 HLX,Ford,Focus,59
4319 XXC,Toyota,Prius,47
8655 JPX,Peugeot,3008,96
6807 WDM,Mercedes-Benz,GLC,42
5781 YRH,Toyota,RAV4,82
5895 TFS,Mercedes-Benz,E-Class,87
9382 NHJ,Renault,Clio,90
7407 MRF,Renault,Kadjar,21
9570 GMN,Peugeot,208,47
2825 PPY,Renault,Kadjar,63
1789 RDB,Ford,Explorer,39
2190 GNM,Renault,Clio,43
9091 WBB,Renault,Kadjar,52
3104 HKD,Mercedes-Benz,C-Class,35
6747 SYT,Mercedes-Benz,GLA,25
4921 JMM,Toyota,RAV4,93
0881 JWG,Mercedes-Benz,GLC,75
6581 WJX,Mercedes-Benz,GLC,99
6696 GVF,Hyundai,i30,26
6322 BPR,Honda,CR-V,82
6507 VMG,Honda,Civic,98
0815 WDY,Volkswagen,Polo,86
4599 KZB,Peugeot,2008,40
4697 VBZ,Audi,A3,80
5933 MBD,Peugeot,208,94
0362 FSV,Volkswagen,Polo,99
3948 NCX,Volkswagen,Polo,66
3855 FYM,Honda,Accord,26
1172 FBX,Renault,Clio,40
8704 RMV,BMW,X3,89
5464 ZPZ,Volkswagen,Tiguan,72
2964 ZFK,Toyota,Yaris,20
9120 VKS,Volkswagen,Passat,98
8451 HMG,Ford,Explorer,56
6794 JSB,Renault,Megane,68
6398 CPV,Renault,Clio,35
0172 LHJ,Ford,Mustang,66
9596 HVW,Renault,Megane,72
8625 TMN,Ford,Explorer,53
7174 RHK,Audi,A3,98
7712 STT,Peugeot,3008,23
9416 CDM,Audi,A3,61
8930 MCD,Hyundai,i30,64
5921 NSK,Honda,HR-V,78
9195 BZS,Renault,Clio,42
9758 KCJ,Audi,A3,72
5431 TBW,Audi,A4,53
5577 XXF,Renault,Clio,72
5659 KTK,Honda,CR-V,26
8672 JCY,Volkswagen,Golf,27
1315 RHD,Volkswagen,Golf,74
7873 BJZ,Volkswagen,Golf,79
6410 ZTX,Honda,Civic,28
6468 BFS,Honda,Civic,95
1417 XRV,Volkswagen,Passat,71
1212 WGH,Volkswagen,Tiguan,93
9849 BHS,Hyundai,Tucson,55
5897 FLS,Peugeot,3008,96
0493 RHL,Toyota,RAV4,46
8140 SPH,Volkswagen,Golf,67
9804 JYV,Ford,Mustang,91
2606 TBF,BMW,M3,68
5309 NYG,BMW,X3,89
8303 VFG,BMW,i3,24
5054 HLS,Ford,Fiesta,100
2575 HPS,Hyundai,i20,46
4071 MPD,Hyundai,Santa Fe,83
4786 HVX,Hyundai,Tucson,75
2071 CSB,Honda,CR-V,94
7893 NHS,Mercedes-Benz,GLA,73
1405 HPL,Audi,A4,79
7924 YXM,BMW,i3,49
3754 VRY,Hyundai,i30,71
7930 SXR,Toyota,RAV4,59
7284 HDP,Peugeot,208,28
2416 MMZ,Toyota,Prius,82
1207 MBX,Ford,Focus,39
2427 CTH,Peugeot,2008,38
7560 VZX,Audi,Q5,71
3675 GZV,Hyundai,Santa Fe,82
3200 PNP,Peugeot,3008,21
5701 NZH,Renault,Kadjar,25
0816 GJM,Toyota,Prius,68
2015 FLJ,Peugeot,2008,54
6488 DCV,Renault,Megane,96
8068 GXZ,Hyundai,Santa Fe,28
7693 WPT,Hyundai,Tucson,66
6742 BHZ,Hyundai,Santa Fe,100
9913 KFS,Renault,Kadjar,64
3546 MZX,Peugeot,208,24
2617 BKG,BMW,X5,65
2807 GWW,Renault,Captur,42
5692 BGR,Renault,Captur,47
3125 TKL,Ford,Mustang,32
4433 GVC,Renault,Captur,25
6310 XYN,Honda,Accord,90
6288 XJN,Honda,CR-V,93
9033 GFB,Honda,Civic,82
5389 CZV,Peugeot,3008,29
8001 PZB,Ford,Focus,23
6874 SZS,Toyota,Corolla,69
5074 RLS,Peugeot,3008,98
3210 ZSR,Volkswagen,Passat,55
4595 VDW,Peugeot,3008,30
7933 BSP,Honda,HR-V,81
2980 DWC,Renault,Captur,39
9049 KHN,Audi,Q7,45
2014 PKG,Peugeot,3008,29
2955 PPV,Toyota,Yaris,21
8388 PSL,Peugeot,308,26
7335 GRR,Audi,A4,54
4168 SPV,Peugeot,3008,63
5635 VRN,Honda,HR-V,24
3565 HRS,Mercedes-Benz,E-Class,90
0009 ZXJ,Peugeot,308,24
0801 MPT,BMW,M3,27
1137 ZDK,Honda,Civic,96
3695 BJR,Audi,Q5,53
1404 RHZ,Honda,Civic,61
4607 DMP,Honda,HR-V,51
7280 VWB,Ford,Fiesta,99
0556 KFZ,Audi,A3,98
4770 BWL,Audi,A4,46
2015 NYV,Volkswagen,Passat,100
5782 FJL,Honda,Civic,25
5869 LKW,Peugeot,308,63
3702 JNL,Audi,A3,81
9041 JSZ,Mercedes-Benz,GLC,68
1905 MNH,Volkswagen,Tiguan,80
1924 SXD,Ford,Explorer,30
2023 VHS,BMW,X5,30
2602 FWM,Ford,Explorer,46
3011 BTN,Volkswagen,Polo,61
9355 FXD,Hyundai,Santa Fe,51
1291 KTJ,Hyundai,i30,57
6999 KKD,Audi,A3,95
1650 LSN,Toyota,Corolla,73
3686 SCN,Mercedes-Benz,GLA,29
4720 CDJ,Mercedes-Benz,GLC,52
5488 PYX,Audi,Q5,36
9804 ZWN,BMW,i3,93
4420 PTB,Volkswagen,Tiguan,46
5172 CWB,Mercedes-Benz,GLA,58
1558 GRG,BMW,X3,89
5433 SYF,Honda,Accord,33
5758 DJW,Volkswagen,Polo,41
7771 BDD,BMW,X5,95
2770 DMD,Audi,Q7,83
4072 VJC,BMW,X5,38
4128 JFH,Audi,Q7,71
8461 JZG,Hyundai,Tucson,48
4230 LSG,BMW,X5,35
3730 DSP,Ford,Fiesta,93
9157 ZCB,Volkswagen,Passat,90
1583 GNF,BMW,i3,84
3580 RYC,BMW,i3,32
1070 HLG,Volkswagen,Passat,58
5633 WRG,Ford,Explorer,98
5281 GMX,Renault,Megane,59
3552 TZR,Renault,Captur,77
7654 RYC,Toyota,RAV4,36
7092 FRK,Honda,Accord,39
4015 GSK,Hyundai,i30,69
9345 BHH,Peugeot,3008,31
6711 CZC,Renault,Clio,47
6621 CVB,Hyundai,Tucson,51
0633 LVW,Audi,A4,48
8245 WMF,Honda,HR-V,72
1853 JBJ,BMW,X5,70
9895 SJG,Honda,CR-V,93
2058 TXD,Volkswagen,Passat,44
1953 LSD,Volkswagen,Tiguan,42
7173 RPS,Hyundai,i30,23
0166 LVK,BMW,M3,81
3586 CWK,Renault,Clio,77
6691 RPF,Peugeot,2008,49
9773 CCX,BMW,M3,74
1701 KVP,Toyota,Prius,56
7651 KXW,Ford,Focus,77
9298 DZK,BMW,X3,38
0271 RKL,BMW,X5,83
8225 WBN,Mercedes-Benz,GLA,28
4490 XBC,Toyota,Yaris,23
9999 ZPW,Toyota,Prius,66
6045 CFM,Mercedes-Benz,GLC,56
6225 JGX,Hyundai,i20,60
1203 PMW,Ford,Explorer,45
9979 KJG,Peugeot,308,76
5511 GPF,Hyundai,i30,89
7287 GKY,Honda,Civic,20
1928 TNT,Mercedes-Benz,GLC,35
8383 DYB,Audi,A4,33
4378 XBB,Renault,Megane,97
0275 VBL,Ford,Fiesta,51
9050 GWP,Peugeot,208,61
3975 TVR,Renault,Captur,23
3554 VRJ,Mercedes-Benz,E-Class,65
2957 YSB,Renault,Megane,77
3805 VGT,Toyota,Yaris,38
0594 NSZ,Ford,Focus,94
3250 VPK,Ford,Fiesta,97
9805 JVS,Volkswagen,Passat,53
1526 VXM,Hyundai,Tucson,83
5203 CVD,Peugeot,3008,50
6657 HWL,Mercedes-Benz,E-Class,88
3635 BVF,Peugeot,2008,95
0565 BVK,Peugeot,208,42
0589 MLR,Peugeot,2008,96
7044 ZLJ,Renault,Megane,22
5496 GKH,Honda,Civic,53
4463 KBX,Peugeot,3008,93
8160 BJR,Toyota,Corolla,35
9536 SLW,Renault,Captur,23
3072 YML,Ford,Focus,98
9625 JVB,Toyota,RAV4,82
1570 FSJ,Mercedes-Benz,GLA,69
9363 WHC,Mercedes-Benz,GLC,85
3664 GMH,Volkswagen,Tiguan,47
4464 HGY,Honda,CR-V,28
1477 DBF,BMW,X5,73
9495 TMR,Renault,Kadjar,63
4061 DLT,Honda,Accord,29
4299 ZPM,Toyota,Corolla,77
7634 HDG,BMW,X3,36
2175 TKK,Hyundai,Tucson,28
9436 FFD,Hyundai,i20,93
6680 TGK,Peugeot,208,99
2258 JPD,Hyundai,Santa Fe,37
3257 KJC,Honda,Accord,20
9381 DDM,Mercedes-Benz,GLC,59
1743 TLS,Honda,Accord,22
1411 DMB,Hyundai,i20,85
7887 DBL,Volkswagen,Tiguan,36
9127 VBV,Hyundai,i30,71
9854 NFG,BMW,M3,55
4120 SZK,Renault,Captur,55
7938 FGZ,BMW,X3,83
8899 VVR,Ford,Focus,26
6976 CKL,Honda,CR-V,22
6650 JMJ,Toyota,Yaris,62
1596 BFX,BMW,X3,48
9049 RZW,Honda,Accord,76
4157 CKZ,Mercedes-Benz,GLA,44
7563 TBB,Peugeot,2008,49
9339 TXY,BMW,i3,56
8466 LNB,Audi,A4,26
2869 BLC,Peugeot,3008,63
3202 YXT,BMW,M3,96
1673 HMN,Volkswagen,Polo,37
6736 NRZ,Hyundai,Santa Fe,60
3643 BFS,Mercedes-Benz,E-Class,93
5423 HTP,Renault,Kadjar,32
5420 FFB,Mercedes-Benz,GLA,81
1394 LFF,BMW,X3,33
9462 VFS,Mercedes-Benz,C-Class,71
0888 WYG,Hyundai,i30,28
1355 FXM,Audi,A4,38
8971 BGL,Audi,A3,80
2949 NCG,BMW,i3,58
8659 RTM,BMW,X3,72
4724 ZSJ,Ford,Explorer,28
2875 DMW,Hyundai,i20,98
9185 LSH,Peugeot,3008,65
4059 PZP,Renault,Captur,28
8058 RSM,Toyota,RAV4,29
9971 RZW,Audi,Q5,100
2421 ZCP,Hyundai,Santa Fe,99
9608 TDC,BMW,X5,40
0062 FGC,Honda,HR-V,53
8126 HGY,Volkswagen,Polo,98
1783 KZZ,Peugeot,208,68
7836 GXL,Ford,Mustang,83
0452 BJD,BMW,X5,60
7356 HZR,Hyundai,Tucson,76
3467 PWL,Volkswagen,Golf,21
3023 GMJ,Peugeot,308,39
0620 JSD,Peugeot,3008,49
2270 HHP,Peugeot,2008,57
7876 SGM,Audi,Q5,35
5795 LSJ,Mercedes-Benz,C-Class,55
5501 YHY,Audi,A4,78
1908 TPW,Peugeot,2008,67
0240 XJZ,BMW,X5,67
0845 YJG,Peugeot,208,99
4655 FRM,Renault,Kadjar,39
8582 SLD,BMW,M3,20
0980 WHS,Volkswagen,Tiguan,90
1787 KGR,Mercedes-Benz,GLA,96
3379 RRK,Audi,Q7,68
5833 CDL,Volkswagen,Golf,99
